ELECTIONABBR	PRECINCTID	PRECINCTPORTION	VOTINGPRECINCT	MAILBALLOT	ABSENTEEPRECINCT	BALLOTTYPE
251104Spec	4090017	A	409     CON 409L 1	0	8000409	1
251104Spec	4090017	B	409     CON 409L 1	0	8000409	1
251104Spec	4090017	C	409     CON 409L 1	0	8000409	1
251104Spec	4090017	D	409     CON 409L 1	0	8000409	1
251104Spec	4090018	A	409     CON 409L 1	0	8000409	1
251104Spec	4090018	B	409     CON 409L 1	0	8000409	1
251104Spec	4090018	C	409     CON 409L 1	0	8000409	1
251104Spec	4090018	D	409     CON 409L 1	0	8000409	1
251104Spec	4090018	E	409     CON 409L 1	0	8000409	1
251104Spec	4090019		410     CON 410 1	0	8000410	1
251104Spec	4090020		MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090021	A	406     CON 406L 1	0	8000406	1
251104Spec	4090021	B	406     CON 406L 1	0	8000406	1
251104Spec	4090021	C	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090021	D	406     CON 406L 1	0	8000406	1
251104Spec	4090022	A	410     CON 410 1	0	8000410	1
251104Spec	4090022	B	410     CON 410 1	0	8000410	1
251104Spec	4090022	C	410     CON 410 1	0	8000410	1
251104Spec	4090022	D	410     CON 410 1	0	8000410	1
251104Spec	4090023	A	409     CON 409L 1	0	8000409	1
251104Spec	4090023	B	409     CON 409L 1	0	8000409	1
251104Spec	4090023	C	409     CON 409L 1	0	8000409	1
251104Spec	4090024	A	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090024	B	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090025		408     CON 408L 1	0	8000408	1
251104Spec	4090026	A	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090026	B	411     CON 411 1	0	8000411	1
251104Spec	4090026	C	411     CON 411 1	0	8000411	1
251104Spec	4090027	A	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090027	B	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090028		411     CON 411 1	0	8000411	1
251104Spec	4090029		MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090030	A	411     CON 411 1	0	8000411	1
251104Spec	4090030	B	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090030	C	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090031	A	411     CON 411 1	0	8000411	1
251104Spec	4090031	B	MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4090032		MB09    MB 09 1 MB	YES	MB09A  	1
251104Spec	4790001		MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790002		412     CON 412L 1	0	8000412	1
251104Spec	4790003		413     CON 413 1	0	8000413	1
251104Spec	4790004	A	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790004	B	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790004	C	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790005		413     CON 413 1	0	8000413	1
251104Spec	4790006	A	412     CON 412L 1	0	8000412	1
251104Spec	4790006	B	412     CON 412L 1	0	8000412	1
251104Spec	4790007		413     CON 413 1	0	8000413	1
251104Spec	4790008		413     CON 413 1	0	8000413	1
251104Spec	4790009	A	412     CON 412L 1	0	8000412	1
251104Spec	4790009	B	412     CON 412L 1	0	8000412	1
251104Spec	4790009	C	412     CON 412L 1	0	8000412	1
251104Spec	4790010		413     CON 413 1	0	8000413	1
251104Spec	4790011	A	412     CON 412L 1	0	8000412	1
251104Spec	4790011	B	412     CON 412L 1	0	8000412	1
251104Spec	4790011	C	412     CON 412L 1	0	8000412	1
251104Spec	4790011	D	412     CON 412L 1	0	8000412	1
251104Spec	4790012	A	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790012	B	412     CON 412L 1	0	8000412	1
251104Spec	4790012	C	412     CON 412L 1	0	8000412	1
251104Spec	4790013		413     CON 413 1	0	8000413	1
251104Spec	4790014	A	412     CON 412L 1	0	8000412	1
251104Spec	4790014	B	412     CON 412L 1	0	8000412	1
251104Spec	4790014	C	412     CON 412L 1	0	8000412	1
251104Spec	4790014	D	412     CON 412L 1	0	8000412	1
251104Spec	4790014	E	412     CON 412L 1	0	8000412	1
251104Spec	4790015		414     CON 414L 1	0	8000414	1
251104Spec	4790016		414     CON 414L 1	0	8000414	1
251104Spec	4790017		415     CON 415L 1	0	8000415	1
251104Spec	4790018	A	415     CON 415L 1	0	8000415	1
251104Spec	4790018	B	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790018	C	415     CON 415L 1	0	8000415	1
251104Spec	4790019		414     CON 414L 1	0	8000414	1
251104Spec	4790020	A	415     CON 415L 1	0	8000415	1
251104Spec	4790020	B	415     CON 415L 1	0	8000415	1
251104Spec	4790021		414     CON 414L 1	0	8000414	1
251104Spec	4790022		415     CON 415L 1	0	8000415	1
251104Spec	4790023		414     CON 414L 1	0	8000414	1
251104Spec	4790024		MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790025		417     CON 417 1	0	8000417	1
251104Spec	4790026		414     CON 414L 1	0	8000414	1
251104Spec	4790027		415     CON 415L 1	0	8000415	1
251104Spec	4790028		416     CON 416L 1	0	8000416	1
251104Spec	4790029		417     CON 417 1	0	8000417	1
251104Spec	4790030		416     CON 416L 1	0	8000416	1
251104Spec	4790031	A	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790031	B	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790031	C	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790031	D	417     CON 417 1	0	8000417	1
251104Spec	4790031	E	MB10    MB 10 1 MB	YES	MB10A  	1
251104Spec	4790032		415     CON 415L 1	0	8000415	1
251104Spec	4790033		416     CON 416L 1	0	8000416	1
251104Spec	4790034		417     CON 417 1	0	8000417	1
251104Spec	4790035	A	416     CON 416L 1	0	8000416	1
251104Spec	4790035	B	416     CON 416L 1	0	8000416	1
251104Spec	4790036	A	416     CON 416L 1	0	8000416	1
251104Spec	4790036	B	416     CON 416L 1	0	8000416	1
251104Spec	4790037		417     CON 417 1	0	8000417	1
251104Spec	4790038		417     CON 417 1	0	8000417	1
251104Spec	5020001		501     CON 501L 1	0	8000501	1
251104Spec	5020002		501     CON 501L 1	0	8000501	1
251104Spec	5020003		501     CON 501L 1	0	8000501	1
251104Spec	5020004		502     CON 502L 1	0	8000502	1
251104Spec	5020005		501     CON 501L 1	0	8000501	1
251104Spec	5020006		501     CON 501L 1	0	8000501	1
251104Spec	5020007		503     CON 503L 1	0	8000503	1
251104Spec	5020008		503     CON 503L 1	0	8000503	1
251104Spec	5020009		503     CON 503L 1	0	8000503	1
251104Spec	5020010		502     CON 502L 1	0	8000502	1
251104Spec	5020011		503     CON 503L 1	0	8000503	1
251104Spec	5020012		503     CON 503L 1	0	8000503	1
251104Spec	5020013		504     CON 504 1	0	8000504	1
251104Spec	5020014		502     CON 502L 1	0	8000502	1
251104Spec	5020015		504     CON 504 1	0	8000504	1
251104Spec	5020016		502     CON 502L 1	0	8000502	1
251104Spec	5020017		504     CON 504 1	0	8000504	1
251104Spec	5020018		502     CON 502L 1	0	8000502	1
251104Spec	5020019		504     CON 504 1	0	8000504	1
251104Spec	5020020		505     CON 505L 1	0	8000505	1
251104Spec	5020021		502     CON 502L 1	0	8000502	1
251104Spec	5020022		504     CON 504 1	0	8000504	1
251104Spec	5020023		505     CON 505L 1	0	8000505	1
251104Spec	5020024		505     CON 505L 1	0	8000505	1
251104Spec	5020025		506     CON 506L 1	0	8000506	1
251104Spec	5020026		505     CON 505L 1	0	8000505	1
251104Spec	5020027		506     CON 506L 1	0	8000506	1
251104Spec	5020028		505     CON 505L 1	0	8000505	1
251104Spec	5020029		505     CON 505L 1	0	8000505	1
251104Spec	5020030		506     CON 506L 1	0	8000506	1
251104Spec	5020031		506     CON 506L 1	0	8000506	1
251104Spec	5070001	A	507     CON 507 1	0	8000507	1
251104Spec	5070001	B	507     CON 507 1	0	8000507	1
251104Spec	5070002		507     CON 507 1	0	8000507	1
251104Spec	5070003	A	507     CON 507 1	0	8000507	1
251104Spec	5070003	B	507     CON 507 1	0	8000507	1
251104Spec	5070004	A	507     CON 507 1	0	8000507	1
251104Spec	5070004	B	507     CON 507 1	0	8000507	1
251104Spec	5070005	A	508     CON 508L 1	0	8000508	1
251104Spec	5070005	B	508     CON 508L 1	0	8000508	1
251104Spec	5070006	A	507     CON 507 1	0	8000507	1
251104Spec	5070006	B	507     CON 507 1	0	8000507	1
251104Spec	5070007	A	508     CON 508L 1	0	8000508	1
251104Spec	5070007	B	508     CON 508L 1	0	8000508	1
251104Spec	5070008	A	508     CON 508L 1	0	8000508	1
251104Spec	5070008	B	508     CON 508L 1	0	8000508	1
251104Spec	5090001	A	509     CON 509L 1	0	8000509	1
251104Spec	5090001	B	509     CON 509L 1	0	8000509	1
251104Spec	5090002	A	MB11    MB 11 1 MB	YES	MB11A  	1
251104Spec	5090002	B	509     CON 509L 1	0	8000509	1
251104Spec	5090003	A	509     CON 509L 1	0	8000509	1
251104Spec	5090003	B	509     CON 509L 1	0	8000509	1
251104Spec	5090004		MB11    MB 11 1 MB	YES	MB11A  	1
251104Spec	5090005		510     CON 510 1	0	8000510	1
251104Spec	5090006		510     CON 510 1	0	8000510	1
251104Spec	5090007		510     CON 510 1	0	8000510	1
251104Spec	5090008		509     CON 509L 1	0	8000509	1
251104Spec	5090009		510     CON 510 1	0	8000510	1
251104Spec	5090010		509     CON 509L 1	0	8000509	1
251104Spec	5090011		512     CON 512 1	0	8000512	1
251104Spec	5090012		512     CON 512 1	0	8000512	1
251104Spec	5090013		512     CON 512 1	0	8000512	1
251104Spec	5090014		MB11    MB 11 1 MB	YES	MB11A  	1
251104Spec	5090015		MB11    MB 11 1 MB	YES	MB11A  	1
251104Spec	5090016		509     CON 509L 1	0	8000509	1
251104Spec	5090017		MB14    MB 14 1 MB	YES	MB14A  	1
251104Spec	5090018		MB14    MB 14 1 MB	YES	MB14A  	1
251104Spec	5090019		512     CON 512 1	0	8000512	1
251104Spec	5090020		MB11    MB 11 1 MB	YES	MB11A  	1
251104Spec	5090021		511     CON 511L 1	0	8000511	1
251104Spec	5090022		MB14    MB 14 1 MB	YES	MB14A  	1
251104Spec	5090023		512     CON 512 1	0	8000512	1
251104Spec	5090024		512     CON 512 1	0	8000512	1
251104Spec	5090025		514     CON 514 1	0	8000514	1
251104Spec	5090026		514     CON 514 1	0	8000514	1
251104Spec	5090027		513     CON 513 1	0	8000513	1
251104Spec	5090028		514     CON 514 1	0	8000514	1
251104Spec	5090029		514     CON 514 1	0	8000514	1
251104Spec	5090030		MB14    MB 14 1 MB	YES	MB14A  	1
251104Spec	5090031		513     CON 513 1	0	8000513	1
251104Spec	5090032		511     CON 511L 1	0	8000511	1
251104Spec	5090033		513     CON 513 1	0	8000513	1
251104Spec	5090034		511     CON 511L 1	0	8000511	1
251104Spec	5090035		511     CON 511L 1	0	8000511	1
251104Spec	5090036		511     CON 511L 1	0	8000511	1
251104Spec	5090037		513     CON 513 1	0	8000513	1
251104Spec	5090038		513     CON 513 1	0	8000513	1
251104Spec	5090039		513     CON 513 1	0	8000513	1
251104Spec	5090040		MB12    MB 12 1 MB	YES	MB12A  	1
251104Spec	5090041		MB03    MB 03 1 MB	YES	MB03A  	1
251104Spec	5090042	A	MB12    MB 12 1 MB	YES	MB12A  	1
251104Spec	5090042	B	MB12    MB 12 1 MB	YES	MB12A  	1
251104Spec	5090042	C	MB12    MB 12 1 MB	YES	MB12A  	1
251104Spec	5090043		MB12    MB 12 1 MB	YES	MB12A  	1
251104Spec	5090044		515     CON 515 1	0	8000515	1
251104Spec	5090045	A	MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090045	B	MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090046	A	MB03    MB 03 1 MB	YES	MB03A  	1
251104Spec	5090046	B	MB03    MB 03 1 MB	YES	MB03A  	1
251104Spec	5090047		MB03    MB 03 1 MB	YES	MB03A  	1
251104Spec	5090048		MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090049		MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090050		MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090051	A	MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090051	B	MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090051	C	MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090052	A	MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090052	B	MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090053		MB13    MB 13 1 MB	YES	MB13A  	1
251104Spec	5090054		MB13    MB 13 1 MB	YES	MB13A  	1
